Timestamp(ms),Current(uA)
2830,4539.510
2840,4539.475
2850,4531.894
2860,4538.687
2870,4535.563
2880,4531.636
2890,4534.457
2900,4534.391
2910,4535.348
2920,4532.602
2930,4536.459
2940,4532.433
2950,4535.251
2960,4546.569
2970,4529.515
2980,4529.408
2990,4523.661
3000,4526.791
3010,4525.056
3020,4528.525
3030,4528.117
3040,4526.720
3050,4528.272
3060,4525.273
3070,4527.983
3080,4527.849
3090,4525.720
3100,4523.791
3110,4525.320
3120,4530.674
3130,4523.563
3140,4526.897
3150,4530.779
3160,4529.713
3170,4529.232
3180,4526.893
3190,4523.969
3200,4524.183
3210,4526.146
3220,4528.754
3230,4525.832
3240,4529.019
3250,4526.399
3260,4527.626
3270,4526.218
3280,4529.405
3290,4528.000
3300,4532.548
3310,4528.254
3320,4527.774
3330,4529.022
3340,4528.512
3350,4525.165
3360,4525.874
3370,4524.977
3380,4528.089
3390,4525.053
3400,4532.433
3410,4526.671
3420,4529.693
3430,4525.932
3440,4527.715
3450,4528.371
3460,4531.098
3470,4529.356
3480,4527.219
3490,4530.091
3500,4528.030
3510,4524.035
3520,4527.962
3530,4527.962
3540,4526.715
3550,4529.288
3560,4528.871
3570,4530.122
3580,4532.087
3590,4530.188
3600,4536.350
3610,4527.063
3620,4531.331
3630,4529.882
3640,4529.233
3650,4525.355
3660,4530.529
3670,4531.996
3680,4531.600
3690,4528.023
3700,4529.535
3710,4527.500
3720,4528.275
3730,4534.245
3740,4529.828
3750,4531.317
3760,4531.039
3770,4531.896
3780,4534.545
3790,4533.007
3800,4532.357
3810,4535.677
3820,4529.812
3830,4531.500
3840,4530.667
3850,4532.467
3860,4528.715
3870,4524.861
3880,4524.892
3890,4526.348
3900,4523.376
3910,4529.620
3920,4521.588
3930,4525.076
3940,4529.016
3950,4523.331
3960,4528.754
3970,4529.579
3980,4528.987
3990,4525.194
4000,4523.492
4010,4523.348
4020,4522.493
4030,4527.803
4040,4526.268
4050,4522.629
4060,4525.317
4070,4529.956
4080,4526.103
4090,4526.007
4100,4525.688
4110,4527.494
4120,4529.554
4130,4521.855
4140,4523.755
4150,4523.724
4160,4521.092
4170,4524.177
4180,4521.144
4190,4522.936
4200,4524.519
4210,4525.181
4220,4522.865
4230,4528.246
4240,4524.534
4250,4524.563
4260,4524.492
4270,4521.799
4280,4519.111
4290,4527.166
4300,4529.659
4310,4526.392
4320,4524.929
4330,4521.067
4340,4524.447
4350,4524.566
4360,4525.468
4370,4529.798
4380,4529.279
4390,4525.152
4400,4521.106
4410,4529.850
4420,4528.935
4430,4526.204
4440,4527.284
4450,4523.829
4460,4525.855
4470,4533.859
4480,4528.166
4490,4525.379
4500,4529.167
4510,4527.369
4520,4525.067
4530,4526.151
4540,4527.838
4550,4523.876
4560,4531.019
4570,4525.067
4580,4522.719
4590,4525.405
4600,4525.535
4610,4529.400
4620,4525.810
4630,4528.531
4640,4523.841
4650,4524.531
4660,4527.881
4670,4528.597
4680,4528.273
4690,4529.492
4700,4527.125
4710,4531.032
4720,4530.822
4730,4527.361
4740,4533.928
4750,4527.055
4760,4528.744
4770,4530.126
4780,4529.421
4790,4529.637
4800,4528.967
4810,4530.477
4820,4529.129
4830,4531.517
4840,4525.216
4850,4530.343
4860,4526.083
4870,4533.284
4880,4531.372
4890,4531.026
4900,4528.153
4910,4526.880
4920,4527.774
4930,4524.798
4940,4527.637
4950,4526.193
4960,4528.465
4970,4525.718
4980,4525.521
4990,4524.257
5000,4525.312
5010,4525.877
5020,4523.218
5030,4524.792
5040,4527.063
5050,4522.971
5060,4521.535
5070,4522.631
5080,4529.146
5090,4520.814
5100,4523.124
5110,4530.037
5120,4527.689
5130,4526.516
5140,4528.664
5150,4521.501
5160,4523.326
5170,4525.837
5180,4526.592
5190,4525.767
5200,4530.239
5210,4530.099
5220,4526.428
5230,4527.795
5240,4530.242
5250,4530.515
5260,4530.843
5270,4529.121
5280,4528.490
5290,4528.587
5300,4526.590
5310,4523.271
5320,4529.442
5330,4526.955
5340,4527.746
5350,4525.335
5360,4525.022
5370,4526.986
5380,4533.257
5390,4528.681
5400,4531.255
5410,4526.562
5420,4523.633
5430,4523.397
5440,4527.286
5450,4526.974
5460,4524.585
5470,4526.093
5480,4529.681
5490,4529.517
5500,4528.103
5510,4528.989
5520,4527.676
5530,4530.638
5540,4529.882
5550,4528.568
5560,4528.796
5570,4528.681
5580,4530.740
5590,4527.555
5600,4529.208
5610,4530.544
5620,4529.502
5630,4529.131
5640,4529.179
5650,4532.346
5660,4528.015
5670,4532.059
5680,4527.994
5690,4526.267
5700,4525.506
5710,4531.267
5720,4531.715
5730,4529.895
5740,4526.016
5750,4531.045
5760,4529.760
5770,4531.749
5780,4531.540
5790,4531.153
5800,4530.868
5810,4529.264
5820,4529.022
5830,4535.845
5840,4532.197
5850,4531.148
5860,4526.362
5870,4529.455
5880,4531.541
5890,4533.826
5900,4534.275
5910,4531.887
5920,4531.437
5930,4528.282
5940,4521.599
5950,4522.804
5960,4521.027
5970,5039.315
5980,5273.574
5990,5320.415
6000,27037.674
6010,34668.621
6020,37480.078
6030,38411.004
6040,38831.762
6050,38974.328
6060,38894.645
6070,38934.703
6080,38954.164
6090,38934.590
6100,38891.777
6110,38819.246
6120,38896.137
6130,38826.566
6140,38846.828
6150,38882.594
6160,40059.547
6170,40750.828
6180,40528.156
6190,41247.875
6200,42331.559
6210,42238.668
6220,42734.906
6230,42948.168
6240,42830.539
6250,42887.887
6260,42507.516
6270,42803.020
6280,42674.543
6290,42680.473
6300,42841.813
6310,42880.504
6320,43347.598
6330,43264.574
6340,43530.590
6350,43464.941
6360,43521.777
6370,43598.004
6380,43334.164
6390,43533.672
6400,42867.031
6410,42999.184
6420,42869.340
6430,42611.285
6440,42559.059
6450,42791.090
6460,42627.219
6470,42597.430
6480,43291.422
6490,43416.945
6500,43477.121
6510,43426.457
6520,43390.219
6530,43560.859
6540,43346.391
6550,42990.410
6560,43060.949
6570,42936.719
6580,43135.227
6590,43123.895
6600,43545.453
6610,43550.914
6620,43500.633
6630,43219.684
6640,43600.441
6650,43533.578
6660,43550.355
6670,43057.145
6680,43421.902
6690,43264.395
6700,42679.188
6710,43057.688
6720,42871.406
6730,42862.508
6740,43175.180
6750,42900.188
6760,43153.152
6770,42699.480
6780,43110.512
6790,43213.191
6800,42962.152
6810,43248.234
6820,43144.035
6830,43539.414
6840,43436.859
6850,43520.137
6860,43652.418
6870,43471.230
6880,43702.727
6890,43315.449
6900,43533.605
6910,43184.613
6920,43080.457
6930,42883.336
6940,42662.133
6950,43013.570
6960,42846.656
6970,42894.289
6980,43020.891
6990,43382.184
7000,43415.000
7010,43286.543
7020,43333.176
7030,43585.719
7040,43579.891
7050,42936.828
7060,42662.273
7070,42958.688
7080,42895.141
7090,42678.980
7100,42636.957
7110,43222.098
7120,43158.469
7130,43182.563
7140,43133.445
7150,43518.688
7160,43474.418
7170,43239.414
7180,43006.961
7190,43022.809
7200,43199.172
7210,42858.996
7220,43074.078
7230,42746.887
7240,43106.754
7250,43310.852
7260,43100.867
7270,43222.852
7280,42885.945
7290,43202.980
7300,43077.734
7310,43388.945
7320,43727.359
7330,43653.133
7340,43743.172
7350,43492.762
7360,43701.445
7370,43310.867
7380,43593.426
7390,43737.164
7400,43565.141
7410,43664.336
7420,43511.273
7430,43577.242
7440,43078.707
7450,43042.746
7460,42742.938
7470,42690.492
7480,42640.273
7490,42811.109
7500,43006.117
7510,43104.121
7520,43100.707
7530,43270.930
7540,43155.340
7550,43278.316
7560,43195.551
7570,43372.371
7580,42840.980
7590,42781.832
7600,42800.977
7610,42806.598
7620,42707.121
7630,42608.363
7640,43245.336
7650,43272.047
7660,43350.992
7670,43210.148
7680,43054.023
7690,43373.895
7700,43229.625
7710,42682.262
7720,43015.914
7730,43054.305
7740,42830.035
7750,42971.227
7760,42634.906
7770,43026.973
7780,42993.016
7790,42993.523
7800,43067.375
7810,42764.273
7820,43108.691
7830,42636.094
7840,43326.887
7850,43610.680
7860,43638.457
7870,43763.465
7880,43590.836
7890,43658.895
7900,43222.453
7910,43687.789
7920,43545.414
7930,43417.500
7940,43643.434
7950,43493.164
7960,43644.090
7970,43021.875
7980,43069.051
7990,42939.582
8000,42919.824
8010,42640.945
8020,42900.703
8030,43106.043
8040,43255.922
8050,43092.969
8060,43537.715
8070,43401.566
8080,43434.059
8090,43407.719
8100,43274.527
8110,43058.762
8120,42948.852
8130,42672.352
8140,42941.809
8150,42745.504
8160,42835.867
8170,42906.188
8180,43396.219
8190,43669.211
8200,43598.578
8210,43305.242
8220,43707.711
8230,43540.973
8240,42815.789
8250,43068.984
8260,42920.102
8270,42916.199
8280,43161.148
8290,42872.477
8300,43125.363
8310,42731.348
8320,43066.094
8330,43147.984
8340,42909.793
8350,42978.602
8360,42885.500
8370,43523.121
8380,43426.363
8390,43552.754
8400,43624.664
8410,43468.902
8420,43644.434
8430,43277.273
8440,43648.977
8450,43236.613
8460,43509.273
8470,43626.598
8480,43388.109
8490,43423.379
8500,42884.445
8510,42607.555
8520,42808.598
8530,42757.277
8540,42498.355
8550,42655.836
8560,42808.203
8570,42846.059
8580,42785.777
8590,43097.387
8600,43375.039
8610,43377.246
8620,43036.879
8630,43046.148
8640,43279.730
8650,42848.996
8660,42471.656
8670,42619.684
8680,42700.039
8690,42540.648
8700,42313.500
8710,42657.527
8720,42852.035
8730,42766.418
8740,42785.078
8750,43184.176
8760,43224.477
8770,43071.301
8780,42849.285
8790,43125.555
8800,42544.176
8810,42673.793
8820,42338.063
8830,42808.285
8840,42690.793
8850,42601.801
8860,42932.035
8870,42689.953
8880,42904.816
8890,42505.973
8900,43198.945
8910,43403.273
8920,43289.383
8930,43388.879
8940,43352.496
8950,43496.332
8960,43041.754
8970,43485.969
8980,43420.293
8990,43384.238
9000,43538.012
9010,43372.367
9020,43542.199
9030,43045.582
9040,43116.055
9050,43003.480
9060,42888.074
9070,42537.297
9080,42778.652
9090,42661.945
9100,42668.059
9110,42694.871
9120,43163.797
9130,43296.801
9140,43264.363
9150,42960.113
9160,43315.805
9170,43111.684
9180,42781.598
9190,42596.141
9200,42781.055
9210,42684.723
9220,42471.031
9230,42594.617
9240,42769.527
9250,42874.672
9260,42872.434
9270,43223.109
9280,43497.203
9290,43427.668
9300,43245.637
9310,43094.898
9320,43366.652
9330,42691.754
9340,42836.594
9350,42519.637
9360,42944.680
9370,43087.203
9380,42948.512
9390,43255.184
9400,42911.172
9410,43156.512
9420,43118.449
9430,43420.430
9440,43645.965
9450,43512.219
9460,43622.098
9470,43459.766
9480,43577.914
9490,43019.336
9500,43356.281
9510,43496.488
9520,43344.543
9530,43540.414
9540,43311.887
9550,43512.445
9560,42936.305
9570,42946.555
9580,42632.793
9590,42578.125
9600,42610.973
9610,42777.301
9620,42617.402
9630,42366.430
9640,43075.309
9650,42987.805
9660,43046.352
9670,43023.109
9680,43053.766
9690,43276.535
9700,43070.961
9710,43174.402
9720,43185.883
9730,43491.109
9740,42928.152
9750,42798.090
9760,42730.465
9770,42830.094
9780,42798.973
9790,42572.133
9800,42915.855
9810,43153.285
9820,43199.172
9830,42985.953
9840,43362.996
9850,43376.828
9860,43345.250
9870,43276.105
9880,43169.695
9890,43432.383
9900,43233.184
9910,42655.063
9920,42836.328
9930,42970.625
9940,42822.316
9950,42992.297
9960,42649.715
9970,43047.934
9980,43043.816
9990,43067.836
10000,43192.465
10010,43077.273
10020,43482.480
10030,43185.203
10040,43481.637
10050,43373.754
10060,43495.184
10070,43533.504
10080,43223.430
10090,43357.430
10100,43031.473
10110,43464.789
10120,43262.461
10130,43388.621
10140,43540.191
10150,42975.750
10160,42601.891
10170,42702.043
10180,42832.922
10190,42770.035
10200,42592.766
10210,42886.016
10220,43079.074
10230,43022.871
10240,43128.266
10250,43410.359
10260,43410.508
10270,43222.379
10280,43048.098
10290,43196.824
10300,43027.301
10310,42774.500
10320,42697.777
10330,42890.164
10340,42743.246
10350,42577.617
10360,42702.945
10370,43123.484
10380,43163.996
10390,43303.633
10400,43266.863
10410,43469.371
10420,43363.277
10430,43116.242
10440,43029.652
10450,42865.602
10460,42959.344
10470,43011.668
10480,42932.289
10490,42784.727
10500,42669.230
10510,42951.531
10520,43151.820
10530,43151.422
10540,43179.348
10550,42752.359
10560,43149.730
10570,43101.813
10580,43126.887
10590,43197.945
10600,43274.168
10610,43136.227
10620,43313.086
10630,43281.453
10640,43408.367
10650,43214.641
10660,42673.043
10670,42916.320
10680,43089.500
10690,43204.313
10700,43176.664
10710,42868.824
10720,43376.215
10730,43746.852
10740,43575.445
10750,43684.188
10760,43245.730
10770,43548.730
10780,43375.473
10790,43607.750
10800,43709.445
10810,43598.164
10820,43584.969
10830,43124.066
10840,43422.230
10850,42997.609
10860,42943.621
10870,42792.203
10880,42604.016
10890,42896.098
10900,42419.074
10910,42816.484
10920,42873.367
10930,42724.941
10940,42875.637
10950,42628.988
10960,42871.609
10970,42667.473
10980,43096.875
10990,43190.066
11000,42968.910
11010,42895.699
11020,43181.371
11030,43126.906
11040,43140.234
11050,42665.215
11060,42921.043
11070,42909.285
11080,42811.746
11090,42952.973
11100,42636.133
11110,42840.051
11120,42853.719
11130,42905.203
11140,43050.918
11150,42722.723
11160,42961.586
11170,42593.680
11180,43255.867
11190,43456.879
11200,43275.719
11210,43250.688
11220,42951.172
11230,42967.672
11240,43033.852
11250,42787.824
11260,43178.816
11270,42706.375
11280,43025.625
11290,43065.957
11300,42874.027
11310,43011.340
11320,42978.340
11330,43480.344
11340,43359.086
11350,43616.398
11360,43690.320
11370,43501.039
11380,43595.512
11390,43321.043
11400,43665.555
11410,43174.699
11420,43158.230
11430,43330.344
11440,43049.539
11450,43248.797
11460,42977.414
11470,43464.352
11480,43367.813
11490,43269.457
11500,43430.727
11510,42884.883
11520,43242.836
11530,42846.828
11540,43016.254
11550,43062.738
11560,43235.105
11570,43507.949
11580,43373.781
11590,43536.578
11600,43093.488
11610,43194.453
11620,43172.445
11630,43012.547
11640,43075.898
11650,42978.348
11660,43419.336
11670,43238.066
11680,43545.238
11690,43507.121
11700,42905.895
11710,42994.918
11720,42678.492
11730,43074.996
11740,43005.113
11750,43220.281
11760,43565.660
11770,43433.973
11780,43676.637
11790,43107.789
11800,43603.699
11810,43616.035
11820,43444.336
11830,43405.398
11840,43328.293
11850,42990.332
11860,42993.063
11870,42971.941
11880,42860.949
11890,42814.059
11900,42557.957
11910,42947.527
11920,43043.012
11930,43088.738
11940,43200.773
11950,43010.551
11960,42996.289
11970,43262.754
11980,43242.781
11990,43252.602
12000,43179.949
12010,42826.887
12020,43069.250
12030,43239.531
12040,43247.027
12050,43243.059
12060,42652.805
12070,43021.051
12080,43125.180
12090,43150.711
12100,43135.309
12110,43080.387
12120,43182.691
12130,43412.406
12140,43314.613
12150,43526.992
12160,43274.004
12170,43688.813
12180,43710.758
12190,43706.410
12200,43773.523
12210,43553.785
12220,43672.297
12230,43441.742
12240,43676.199
12250,43335.867
12260,43127.363
12270,43154.527
12280,42906.992
12290,43194.516
12300,42747.188
12310,43014.664
12320,43106.949
12330,43000.656
12340,43082.254
12350,42905.746
12360,43170.609
12370,43533.828
12380,43597.664
12390,43587.066
12400,43263.938
12410,43566.082
12420,43621.758
12430,43077.855
12440,43143.211
12450,42741.051
12460,42980.328
12470,43187.051
12480,42765.203
12490,43017.492
12500,42604.773
12510,42881.234
12520,42703.418
12530,42940.793
12540,42964.980
12550,42888.023
12560,43401.520
12570,43373.078
12580,43317.289
12590,43070.305
12600,43113.664
12610,42842.766
12620,43006.180
12630,42941.082
12640,42992.160
12650,42921.867
12660,42657.328
12670,42920.754
12680,43031.840
12690,43122.945
12700,43166.746
12710,43020.441
12720,43020.801
12730,43177.336
12740,43241.441
12750,43284.398
12760,43312.023
12770,42952.426
12780,43222.238
12790,43242.227
12800,43279.445
12810,43146.219
12820,42625.469
12830,42921.027
12840,43105.754
12850,43113.141
12860,43168.871
12870,43116.020
12880,43209.004
12890,43491.445
12900,43407.141
12910,43607.535
12920,43257.617
12930,43630.426
12940,43695.473
12950,43532.621
12960,43675.945
12970,43506.074
12980,43649.691
12990,43294.523
13000,43500.891
13010,43173.004
13020,43354.688
13030,43352.242
13040,43376.574
13050,43522.266
13060,42813.703
13070,43040.824
13080,42953.473
13090,42823.535
13100,42837.496
13110,42567.766
13120,42792.395
13130,42466.566
13140,42765.191
13150,42882.078
13160,43043.734
13170,42980.117
13180,43070.883
13190,43106.465
13200,43110.102
13210,42869.078
13220,43085.551
13230,42758.973
13240,43062.070
13250,43173.492
13260,43017.969
13270,43067.551
13280,42946.285
13290,43285.156
13300,43502.148
13310,43012.625
13320,43265.758
13330,43195.406
13340,43076.375
13350,42975.988
13360,42660.484
13370,42908.992
13380,43143.203
13390,43197.180
13400,43227.750
13410,43215.383
13420,42950.328
13430,43285.234
13440,43405.621
13450,43388.004
13460,43435.723
13470,42950.355
13480,43268.535
13490,43362.605
13500,43263.293
13510,43364.066
13520,43130.469
13530,42900.488
13540,42959.281
13550,43059.699
13560,43168.012
13570,43205.156
13580,43019.500
13590,43505.883
13600,43256.734
13610,43593.309
13620,43668.707
13630,43490.352
13640,43510.445
13650,43345.215
13660,43584.637
13670,43197.086
13680,43486.883
13690,43547.984
13700,43504.957
13710,43448.488
13720,42858.176
13730,42992.078
13740,42513.242
13750,42822.961
13760,42874.891
13770,42694.711
13780,42845.926
13790,42487.305
13800,42750.301
13810,42455.691
13820,43060.914
13830,43192.930
13840,43039.355
13850,43060.027
13860,43445.949
13870,43070.875
13880,43025.703
13890,42569.316
13900,42979.680
13910,42806.426
13920,42899.488
13930,43163.121
13940,42913.918
13950,43059.973
13960,42658.570
13970,43202.477
13980,43248.402
13990,43313.320
14000,43394.105
14010,43254.930
14020,42957.371
14030,43016.563
14040,42925.965
14050,42795.875
14060,42857.348
14070,42560.289
14080,42891.313
14090,43071.418
14100,43087.125
14110,43103.289
14120,42786.223
14130,42908.086
14140,43025.008
14150,43042.434
14160,43117.371
14170,43223.484
14180,42929.492
14190,43291.867
14200,43402.816
14210,43454.902
14220,43447.000
14230,42886.273
14240,43099.590
14250,43306.711
14260,43270.277
14270,43252.242
14280,43241.508
14290,43408.086
14300,43776.797
14310,43590.887
14320,43844.750
14330,43435.430
14340,43842.422
14350,43923.277
14360,43873.031
14370,43898.313
14380,43648.699
14390,43772.488
14400,43431.527
14410,43602.551
14420,43359.309
14430,43151.914
14440,43162.324
14450,42937.816
14460,43195.648
14470,42762.465
14480,42941.246
14490,43084.867
14500,42852.027
14510,43027.477
14520,42690.121
14530,42982.234
14540,42945.027
14550,43149.063
14560,43073.629
14570,42897.707
14580,43386.813
14590,43443.656
14600,42980.781
14610,42997.887
14620,42540.086
14630,42852.473
14640,43009.852
14650,42845.258
14660,42943.977
14670,42631.781
14680,42968.418
14690,42640.281
14700,42823.203
14710,42966.184
14720,43026.262
14730,43135.719
14740,43230.129
14750,43595.750
14760,43459.891
14770,42783.242
14780,43057.055
14790,43130.609
14800,43114.000
14810,42989.871
14820,42875.551
14830,42813.148
14840,42978.949
14850,43035.508
14860,43064.063
14870,43202.680
14880,42767.027
14890,43088.281
14900,43259.336
14910,43271.805
14920,43291.613
14930,43059.668
14940,43141.027
14950,43344.914
14960,43304.109
14970,43233.910
14980,43092.055
14990,43055.043
15000,43510.520
15010,43331.414
15020,43582.453
15030,43370.867
15040,43630.465
15050,43738.250
15060,43649.152
15070,43831.820
15080,43560.957
15090,43769.410
15100,43392.047
15110,43602.301
15120,43778.563
15130,43133.484
15140,43119.625
15150,42636.270
15160,42893.496
15170,42652.727
15180,42786.375
15190,43076.547
15200,42727.520
15210,42916.699
15220,42570.332
15230,42881.199
15240,43036.875
15250,43240.695
15260,43347.730
15270,43214.652
15280,43555.988
15290,43520.906
15300,42958.184
15310,43083.590
15320,42648.965
15330,42920.395
15340,43174.578
15350,42977.484
15360,43184.234
15370,42869.441
15380,43222.465
15390,43138.809
15400,43052.516
15410,43224.781
15420,43194.184
15430,43272.891
15440,43472.023
15450,43491.195
15460,43277.172
15470,42906.703
15480,42746.422
15490,42888.520
15500,42836.230
15510,42778.008
15520,42775.750
15530,42434.027
15540,42810.754
15550,42941.434
15560,42942.738
15570,42948.902
15580,42581.031
15590,42961.328
15600,43071.262
15610,43128.168
15620,43187.555
15630,43177.117
15640,42839.828
15650,43120.102
15660,43185.367
15670,43306.242
15680,43234.098
15690,42839.180
15700,43410.863
15710,43299.004
15720,43400.129
15730,43569.578
15740,42900.961
15750,43105.598
15760,42734.273
15770,43064.867
15780,43092.480
15790,42845.781
15800,42968.520
15810,42574.805
15820,42997.535
15830,42932.680
15840,42736.469
15850,42785.172
15860,42752.066
15870,42961.008
15880,43148.508
15890,43203.570
15900,43062.621
15910,42949.137
15920,43354.711
15930,43284.434
15940,42681.652
15950,42890.766
15960,42427.742
15970,42771.926
15980,42835.637
15990,42675.520
16000,42893.773
16010,42515.883
16020,42937.184
16030,42900.840
16040,42841.973
16050,43115.105
16060,43121.750
16070,43269.328
16080,43389.676
16090,43487.129
16100,43326.074
16110,43030.191
16120,43306.809
16130,43305.641
16140,42574.148
16150,42848.484
16160,42894.496
16170,42919.422
16180,42808.602
16190,42764.508
16200,43038.027
16210,43172.621
16220,43230.945
16230,43264.715
16240,43279.770
16250,42954.156
16260,43180.711
16270,43300.941
16280,43225.785
16290,43258.781
16300,42904.617
16310,43240.754
16320,43333.953
16330,43392.883
16340,43363.109
16350,43095.055
16360,43204.813
16370,43449.195
16380,43450.098
16390,43645.125
16400,43180.543
16410,43613.754
16420,43804.574
16430,43796.039
16440,43866.473
16450,43190.527
16460,43198.707
16470,42804.543
16480,43030.352
16490,43019.281
16500,42780.988
16510,42888.387
16520,42515.469
16530,42822.199
16540,42747.840
16550,42673.980
16560,42852.613
16570,42720.867
16580,42813.266
16590,43410.086
16600,43435.902
16610,43441.914
16620,43092.137
16630,43379.305
16640,43444.797
16650,42939.922
16660,43042.730
16670,42597.977
16680,42834.898
16690,43021.773
16700,42804.426
16710,42961.816
16720,42654.359
16730,42928.613
16740,42928.055
16750,42874.813
16760,43008.137
16770,42987.078
16780,42871.414
16790,43385.875
16800,43103.930
16810,43168.445
16820,42743.094
16830,42883.582
16840,42595.164
16850,42808.328
16860,43062.980
16870,42924.121
16880,43135.781
16890,42725.867
16900,43041.715
16910,43065.238
16920,43224.344
16930,43513.367
16940,43394.340
16950,43637.617
16960,43185.887
16970,43524.992
16980,43535.191
16990,43525.188
17000,43627.563
17010,43015.262
17020,43106.258
17030,42636.285
17040,42925.590
17050,43062.742
17060,43066.137
17070,43304.352
17080,43108.172
17090,43382.742
17100,43050.945
17110,43053.430
17120,43006.840
17130,42762.137
17140,42897.930
17150,42699.168
17160,43317.535
17170,43189.719
17180,43278.125
17190,43539.215
17200,42875.941
17210,43084.375
17220,42817.449
17230,43104.672
17240,43229.082
17250,43304.523
17260,43551.086
17270,43290.402
17280,43718.629
17290,43442.691
17300,43290.004
17310,43297.508
17320,42857.473
17330,43147.953
17340,42815.047
17350,43514.750
17360,43794.195
17370,43587.512
17380,43677.625
17390,43179.688
17400,43288.648
17410,43510.176
17420,43444.672
17430,43350.805
17440,43344.641
17450,43058.023
17460,43154.547
17470,43132.848
17480,43027.078
17490,42943.789
17500,42902.918
17510,42877.176
17520,42977.566
17530,42973.129
17540,42950.379
17550,42958.863
17560,42912.777
17570,42927.305
17580,42886.723
17590,42814.863
17600,42838.152
17610,42877.031
17620,42738.496
17630,42708.824
17640,42797.844
17650,42464.223
17660,42935.660
